course_id,course_name,summary,category_name,duration_hours,recommended_grade,course_structure
1034,engaging in persuasive and credible communication,"in ""engaging in persuasive and credible communication"", you will learn the key skill of persuasion, in the context of professional communication in a globalised world.",Pm/Dm,3.0,All,"1 persuasive and credible communication an overview, 2 principles of persuasive writing, 3 persuasive writing in a globalised world, feedback about the course"
1035,become part of the globalized workplace,"the course focuses on enhancing learners’ professional persona for skilful engagement and intercultural communication with stakeholders within and beyond the organization, including cross-departmental work teams, clients and external partners.",Pm/Dm,3.0,All,"1 communicating influence in the workplace, 2 make effective presentations, 3 engaging external stakeholders and counterparts, feedback about the course"
1036,react simplified - next.js,"this course is a little interesting in the way it's structured because it's actually split into two main parts. this is because next.js has two main rendering and usage paths. these two stages are fundamentally different in how they work, which is why the course is divided into two different parts.",React,9.0,J,"introduction, getting started, data fetching & caching, rendering, data mutation, advanced routing, pages directory, shared features, feedback about the course"
1037,nextjs & openai - 2024 edition,this course is meticulously designed for beginners and intermediate developers who are keen to elevate their skills.,React,14.0,J,"1. next.js 14 tutorial, 2. gptgenius app, 3. jobify, feedback about the course"
1038,ultimate go: software design with kubernetes,"this course teaches you how to build production-level services in go, leveraging the power of a domain driven, data oriented archiecture deployed in kubernetes. from the beginning of the course, you will pair-program with your instructor bill kennedy as he walks you through the design philosophies, architectural decisions, and best practices as they apply to engineering a production-ready go service.",Go,18.0,J,"part 1, part 2, part 3, part 4, part 5, feedback about the course"
1039,getting started: clean architecture in .net,"clean architecture is one of the most popular software architecture and solution organization approaches out there, and that's for a good reason. it provides a clear path to a robust solution structure with clear guidelines and rules that help you fall into the pit of success immediately.",.Net,4.0,All,"course overview, introduction to clean architecture, project setup and utilities, presentation layer, application layer, cqrs & mediator patterns, result pattern, repository & unit of work patterns, infrastructure layer, domain-driven design 1000 ft. view, domain layer, bonus: error handling in clean architecture, course conclusion, feedback about the course"
1040,angular - the complete guide (2023 edition),"from setup to deployment, this course covers it all! you'll learn all about components, directives, services, forms, http access, authentication, optimizing an angular app with modules and offline compilation and much more - and in the end: you'll learn how to deploy an application!",Angular,35.0,J,"1 - getting started, 2 - the basics, 3 - course project the basics, 4 - debugging, 5 - components databinding deep dive, 6 - course project components databinding, 7 - directives deep dive, 8 - course project directives, 9 - using services dependency injection, 10 - course project services dependency injection, 11 - changing pages with routing, 12 - course project routing, 13 - understanding observables, 14 - course project observables, 15 - handling forms in angular apps, 16 - course project forms, 17 - using pipes to transform output, 18 - making http requests, 19 - course project http, 20 - authentication route protection in angular, 21 - dynamic components, 22 - angular modules optimizing angular apps, 23 - deploying an angular app, 24 - standalone components, 25 - angular signals, 26 - bonus using ngrx for state management, 27 - bonus angular universal, 28 - angular animations, 29 - adding offline capabilities with service workers, 30 - a basic introduction to unit testing in angular apps, 31 - angular a"
1041,english and soft skills assessment at the recruitment interview,this course is intended for recruiters. immerses in the intricacies of assessing the level of english language proficiency of candidates,Hr/Recruiters,5.0,All,"level assessment, практические занятия, как проверить soft skills, feedback about the course"
1042,"cloud-native: microservices, kubernetes, service mesh, ci/cd","in this course, we’re going to learn how to design and build cloud-native apps with microservices architecture, strong>kubernetes deployments, communications , backing services , ci/cd pipelines and monitoring patterns and best practices.",Devops + All Engineering,26.0,All,"1 - introduction, 2 - introduction to cloudnative what is cloudnative architecture, 3 - cloudnative fundamentals the conways law and 12 factor app, 4 - cloudnative deep dive landscape trial map and pillars, 5 - pillar1 microservices, 6 - handson develop a restful microservices with crud endpoints, 7 - pillar2 containers, 8 - handson containerize net microservices with docker, 9 - pillar3 container orchestrators, 10 - deep dive into kubernetes defacto standart for containers, 11 - handson deploy microservices to kubernetes, 12 - helm charts managing kubernetes applications with helm, 13 - pillar4 cloudnative communications, 14 - handson deploy microservices to kubernetes with service mesh istio and envoy, 15 - pillar5 backing services data management caching message brokers, 16 - pillar backing services data management k8s and serverless databases, 17 - handson deploy cloudnative cockroachdb database on a kubernetes cluster, 18 - handson building restful microservices with aws lambda api gateway and dynamo, 19"
1043,gmp tests,,Pm/Dm,5.0,,"topic 1, module 3 — personal mastery, topic 3, topic 4, topic 5, module 6 - people management"
1044,okr: leadership and goal setting,this is a shortened version of the okr certification leadership and goal setting course. you can get acquainted with the full version by following the link .,Pm/Dm,5.0,J,"1 introduction to okrs, 2 using okrs within an organization, the work of an okr cycle, final test, feedback about the course"
1045,jest unit testing tutorial for angular,"in this series, you will be learning jest unit testing tutorial for angular for complete beginners to advanced.",Angular,4.0,J,"jest introduction, feedback about the course"
1046,аналитик данных,чему вы научитесь на курсе: работать с сырыми данными работать с заказчиками данных работать с big data выдвигать и тестировать гипотезы анализировать данные,Database,98.0,J,"1. компетенции и инструменты аналитика. роль аналитики в принятии решений, 2. ошибки и провалы при интерпретации аналитических показателей, 3. практическое занятие. разбор кейсов реальных бизнесов. поиск инсайтов в данных, 4. доп. практическое занятие. разбор кейсов, 5. доп. практическое занятие. разбор кейсов-2, 1. введение в sql. основы баз данных, 2. работа с базами данных, 3. основы sql, 4. углубление в sql, 5. работа с postgresql, 6. работа с mongodb, 7. итоговая работа, 0. вводная лекция по курсу, 1. основы python и git, 2. циклы. типы данных. коллекции данных, 3. функции — использование вст"
1047,готовимся к интервью с заказчиком,"в курсе рассказывается, как подготовиться к самопрезентации для интервью с заказчиком.",Soft Skills,1.0,All,"как подготовить самопрезентацию, feedback about the course"
1048,andersen board of directors briefing,"here, you will find monthly video briefings on the key decisions made by our board of directors. this move towards greater transparency ensures that you're informed about major initiatives and changes in processes, better understand our company's direction, and feel more involved in achieving our shared objectives. watch, and let's work together towards our mutual success!",Soft Skills,1.0,,"march, february, january"
1049,algorithms,"this course covers the essential information that every serious programmer needs to know about algorithms and data structures, with emphasis on applications and scientific performance analysis of java implementations.",Devops + All Engineering,13.0,All,"1 course introduction, 2 union−find, 3 analysis of algorithms, 4 stacks and queues, 5 elementary sorts, 6 mergesort, 7 quicksort, 8 priority queues, 9 elementary symbol tables, 10 balanced search trees, 11 geometric applications of bsts, 12 hash tables, 13 symbol table applications, feedback about the course"
1050,docker and kubernetes - the complete developers guide,in this course we will take you from a docker and kubernetes novice to job ready engineer . this course is loaded with diagrams and practical examples so that you can truly understand and utilize docker and kubernetes in great depth.,Devops + All Engineering,13.0,J,"1 - introduction, 2 - what is docker, 3 - dockerfiles containers and images, 4 - optional challenge dockerizing an app, 5 - deploying a containerized application, 6 - multi containers and network communications, 7 - docker compose for multi container apps, 8 - deploying to aws with ecs, 9 - automating our workflows with a cicd pipeline, 10 - multi container deployment to aws ecs, 11 - time for kubernetes, 12 - understanding pods, 13 - kubernetes services for communication, 14 - deployments to manage our pods, 15 - environment variables configmaps and secrets, 16 - ingress service to network into the cluster, 17 - kubernetes volumes persistent volumes & persistent volume claims, 18 - deploying to our app to aws eks, 19 - building a cd pipeline for our eks cluster, feedback about the course"
1051,english grammar test (ledeneva),,English Tests,3.0,,english grammar test
1052,next.js from scratch 2024,"this is a project based course that will teach you how to use next.js in the real world. we use all of the latest features in next 14 to build a property rental website where users can browse, search and manage property listings.",Js,12.0,J,"introduction, next.js fundamentals & project start, database, api routes & property components, next auth, sessions & google provider, create properties & cloudinary integration, profile & manage properties, map, bookmarking & sharing, property search, messaging system, pagination, lightbox, featured properties & deployment, feedback about the course"
1053,nestjs advanced concepts,gain an even deeper understanding of nestjs and learn how to conquer more complex scenarios in modern node applications!,Js,2.0,M,"nestjs advanced concepts, feedback about the course"
1054,"fintech: insurance, investments, payment systems (скрыт)","в курсе вы узнаете основные положения о страховании, инвестициях и платежных системах.",Fintech,6.0,All,"введение. страхование, инвестиции, платежные системы, final test, feedback about the course"
1055,antiphishing,"in this course, you'll learn exactly how you can determine whether an email is spam by following a clearly defined set of rules. throughout the course, real examples from real emails that have been received will be used to clearly illustrate everything. it also shows some email settings that are best defined to help ensure security.",Devops + All Engineering,4.0,All,"1. introduction, 2. phishing e-mails types, 3. phishing identification rules, 4. putting it all together - real life examples, 5. what to do and not to do, 6. conclusion, 5. final test, feedback about the course"
1056,andersen | data architects school | course,,Devops + All Engineering,12.0,M,"1. intro, 2.data modelling design for rdbms, 3.data modelling design for nosql, 4. data formats, data protocols, data services, 5. data management and data processing, 6. data transformation, 7. data components and data governance, 8. data security, 9. data analyses and data researches, final test, feedback about the course"
1057,how to pass the interview with customer (self-presentation),,Dev,1.0,All,"how to prepare a self-presentation, feedback about the course"
1058,ultimate swiftui mock interview appstore,"ready to become a professional developer? after this course you will be prepared for any type of interview. prerequisites: basic swiftui skills, understanding of networking.",Ios,5.0,M,"mock interview appstore search api, rendering apps with json, app details, fetching reviews, apiservice and completion handlers, observable macro, feedback about the course"
1059,mastering javascript unit testing,"a comprehensive, beginner-friendly guide covering everything from the basics to advanced techniques.",Js,4.0,J,"getting started, introduction to unit testing, core unit testing techniques, breaking dependencies with mocks, improving code quality with static analysis tools, conclusion, feedback about the course"
1060,career coaching: life coach certification,"career coaching has never been a more valuable service than it is right now. the job market is changing, the economy is changing, and the entire industries are being displaced. the process of searching for a job or re-careering can feel overwhelming, and the guidance of a career coach is invaluable.",Soft Skills,8.0,All,"chapter 1 getting started as a career coach, chapter 2 career coaching being a career coach, chapter 3 part 1 career change step 1 choosing a career your love!, chapter 4 part 2 career change step 2 pivoting and transitioning, chapter 5 the future disruption and opportunity, chapter 6 part 3 job search secrets! generating referrals, resumes and branding yourself, chapter 7 networking how to generate referrals using linkedin, chapter 8 part 4 resumes and branding yourself for any role, chapter 9 part 5 nailing the interview! interview preparation and follow-up, chapter 10 wrap up and what's next, final test, feedback about the course"
1061,leadership skills,"being an effective leader includes continual learning of new strategies, insights, and practices to best work in current work environments, and adapt to emerging changes. the courses regularly added to this path will help current and aspiring leaders to grow in their role and make a greater impact on the teams and organizations in which they lead.",Soft Skills,6.0,M,"1. creating a culture of trust on your team, 2. creating a culture of performance, 3. 5 ways to build executive presence, 4. the 4 unspoken laws of influential leadership, 5. authentic leadership, 6. leadership from any chair with emotional intelligence, feedback about the course"
1062,"restful web services, java, spring boot, spring mvc and jpa","this is a very practical video course aimed at beginner java developers to help them build their very first restful web service application with java, spring boot and spring data jpa.",Java,26.0,J,"1 - introduction, 2 - download install and run mysql database on local computer, 3 - setup development environment, 4 - getting started creating a new project, 5 - quick start, 6 - adding mysql database support, 7 - implementing user sign up, 8 - spring security for user signup, 9 - spring security for user signin, 10 - implementing get user details web service endpoint, 11 - adding xml support json support, 12 - exceptions handling, 13 - update user details api call, 14 - delete user api call, 15 - pagination and get users api call, 16 - deploying your app, 17 - deploying to amazon cloud aws ec2, 18 - deploying war to aws elastic beanstalk, 19 - object relationships onetomany relationship, 20 - hateoas spring boot v 201, 21 - hateoas spring boot v 230release, 22 - implement email verification feature with aws ses simple email service, 23 - implementing password reset feature, 24 - testing service layer code with junit 5 mockito, 25 - testing rest controller methods with junit 5, 26 - junit integration test t"
1063,providing quality feedback,"the main real-world problem we’ll be addressing in this path is lack of sharing quality feedback in a work environment, and how it can be resolved, but also addressed timely, so the issues can be prevented.",Soft Skills,7.0,,"1. the power of feedback in your daily work, 2. applying feedback sharing techniques effectively, 3. conducting feedback sharing sessions successfully, 4. sharing feedback with difficult personalities, 5. resolving conflicts with feedback, final test, feedback about the course"
1064,pds framework. project delivery,"in the project delivery chapter, we gathered key activities performed by project managers on pds projects and described best practices for performing those activities.",Pds Framework,14.0,M,"project delivery — general description, responsibilities of pm/dm/sales or account manager, work with dm, raci matrix (development), escalation matrix, project communication during delivery / communication with stakeholders, environments, release policy, resource plan for project development, roadmap, dependency map, project budget (versions, baselines, monitoring, reporting), events schedule, backlog refinement, iteration planning, sprint review and demo, retrospective or service delivery review, cr management, risks management, tech debt, managing the scope, evm (earned value management), how to stay on track, team internal management, fact hours, development, qa, final test, feedback about the course"
1065,react tutorial and projects course,"dive into the dynamic world of front-end development with our comprehensive course on react, a cutting-edge javascript library used for creating engaging user interfaces. developed and maintained by facebook, react has become a cornerstone in building both single-page and mobile applications.",React,64.0,J,"1 - introduction, 2 - dev environment, 3 - react fundamentals, 4 - backroads application, 5 - vite, 6 - react hooks and advanced topics, 7 - basic projects, 8 - react router 6, 9 - axios http library, 10 - cocktails api project, 11 - extra projects, 12 - ecommerce project, 13 - customize comfy sloth and setup airtable, 14 - old redux tutorial, 15 - redux toolkit, 16 - jobster project initial setup, 17 - jobster project landing page, 18 - error page, 19 - jobster project register page, 20 - dashboard setup, 21 - navbar and sidebar, 22 - profile page, 23 - add job page first stage, 24 - all jobs first stage, 25 - add job page complete, 26 - refactor app, 27 - stats page, 28 - all jobs page complete, 29 - pagination, 30 - debounce function, 31 - extra projects, 32 - practical projects, 33 - search github users, 34 - bonus, feedback about the course"
1066,school of architects | additional lectures,additional lectures for the school of architects.,Devops + All Engineering,5.0,M,"domain specific languages in software system design, introduction to ml, multi-tenant software: design, implementation, and maintenance, solution architecture - on usage of ready solution components, feedback about the course"
1067,performance review,"the purpose of the course is to introduce employees to performance review, a productivity improvement tool.",Devops + All Engineering,2.0,All,"what is performance review, final test, feedback about the course"
1068,sales onboarding 2.0,,Sales,193.0,,"pre-intermediate step. andersen's tools and apps, step 1. deep understanding of all company processes, step 2. andersen corporate presentation, step 3. leads generation, step 4. andersen's engagment models, stage 5. presale guide, step 6. delivery managers (dms), step 7. andersen case studies, step 8. andersen internal systems, step 9. andersen legal proccess, step 10. domain expertise in the commercial department, step 11. rates and project profitability, step 12. project development strategy, step 13. andersen qualified specialists, step 14. andersen ux/ui expertise, stage 15. andersen ba expertise, stage 16. devops in andersen, stage 17. andersen's architects. software/solution/enterprise, stage 18. andersen qa/aqa expertise, stage 19. five pillars for professional and reliable software development, final exam, calls provided by sales managers , feedback about the course"
1069,sm trainee,,Sales,110.0,,"step 0. general introduction to sales, step 1. how to sell andersen services, step 2. leads generation and leads processing, step 3. andersen's engagment models, step 4. dm department, step 5. andersen support services, step 6. andersen vs. on-site hiring and freelancers, step 7 andersen iteraction with other departments, step 8. full cycle of client engagement, step 9. andersen case studies, step 10. account management department, feedback about the course"
1070,windows 10 advanced troubleshooting for it support,expand your troubleshooting skill set by learning how to resolve some of the more difficult issues you might encounter when supporting windows 10. this course covers advanced troubleshooting concepts for experienced it support professionals in an enterprise environment.,Devops + All Engineering,4.0,J,"0. introduction, 1. troubleshooting startup issues, 2. troubleshooting bitlocker, 3. troubleshooting hardware devices and software, 4. troubleshooting computers remotely, 5. troubleshooting network and remote connectivity, 6. troubleshooting vpn connections, 7. troubleshooting group policy and mdm issues, 8. troubleshooting user sign-on issues, final test, feedback about the course"
1071,it service desk: service management,"in this course, instructor fancy mills-knebel details how to implement the latest service management best practices and processes to ensure that your it services remain customer-focused and process-driven. learn how to best approach incident management, problem management, and change management, as well as how to assess and improve your current program.",Devops + All Engineering,2.0,J,"0. introduction, 1. overview, 2. service level management, 3. incident management, 4. problem management, 5. change management, final test, feedback about the course"
1072,windows 11 for it pros first look supporting users,"while there are a lot of similarities between windows 10 and windows 11, there are also several differences, especially when it comes to the user interface. this course is aimed at it pros and help desk professionals who may be tasked with helping users transition from windows 10 to windows 11.",Devops + All Engineering,1.0,J,"0. introduction, 1. installing windows 11, 2. postinstallation tasks, 3. the start menu, 4. the windows 11 interface, 5. non-keyboard interfaces, 6. gaming, feedback about the course"
1073,"ios & swift - mvvm, combine, snapkit, snapshot/ui/unit tests","in this course, i explain and implement the above-mentioned concepts through a simple tip calculator application step by step. i start off by building the ui, then the viewmodel which house the business logic and finally implement the various tests to ensure that we preserve the integrity of our code.",Ios,5.0,J,"1 - introduction, 2 - setup ui, 3 - setup view model, 4 - integrate ui with viewmodel, 5 - setup unit tests, 6 - setup snapshot tests, 7 - setup ui tests, 8 - project files, feedback about the course"
1074,pragmatic clean architecture,this comprehensive course will teach you the system i use to ship production-ready applications using clean architecture. learn how to apply the best practices of modern software architecture.,.Net,7.0,M,"course introduction, clean architecture fundamentals, domain layer, application layer, infrastructure layer, presentation layer, authentication, authorization, advanced topics, testing, feedback about the course"
1075,"building an ai icon generator using the t3 stack (next.js, prisma, tailwindcss, typescript, dall-e api)","do you want to take your web development skills to a new level? want to learn how to create a fully functional icon generator that integrates with third-party services such as dall-e api, aws, stripe and others? then you should pay attention to the online course from web dev cody!",Js,6.0,J,"building an ai icon generator, feedback about the course"
1076,business partner b1 mid-course test (zadarozhnikava),тестирование для оценивания уровня знаний владения английским языком для уровня intermediate.,English Tests,,,test b1
1077,pc spc framework,,Pm/Dm,15.0,J,"about company, 1. your start as project coordinator at andersen, 2. work with demand, 3. work with candidates, 4. work on project , 5. networking and project improvements, final test, feedback about the course"
1078,generative ai: introduction and applications,"this course is designed for everyone, including professionals, executives, students, and enthusiasts, interested in learning about generative ai and leveraging its capabilities in their work and lives.",Devops + All Engineering,4.0,J,"1 introduction and capabilities of generative ai, 2 applications and tools of generative ai, 3 course quiz, project, and wrap-up, feedback about the course"
1079,leadership and communication skills for software engineers,"in this course, leadership and communication skills for software engineers, you’ll learn the essential tools and skills to accel your leadership and communication capabilities to better achieve your career goals.",Soft Skills,5.0,All,"leadership and communication: a match made in heaven, we are all leaders, speaking and writing are essential leadership skills, mastering written communication skills, mastering verbal communication skills, practical team leadership, are you up for the challenge? - key course outcomes, feedback about the course"
1080,generative ai prompt engineering basics,"this course is designed for everyone, including professionals, executives, students, and enthusiasts interested in leveraging effective prompt engineering techniques to unlock the full potential of generative artificial intelligence (ai) tools like chatgpt.",Devops + All Engineering,2.0,J,"1 prompt engineering for generative ai, 2 prompt engineering techniques and approaches, 3 course quiz, project, and wrap-up, feedback about the course"
1081,generative ai foundation models and platforms,"this course is for all enthusiasts and practitioners with a genuine interest in the rapidly developing field of generative ai, which is transforming our world.",Devops + All Engineering,2.0,J,"1 models for generative ai, 2 platforms for generative ai, 3 course quiz, project, and wrap-up, feedback about the course"
1082,"generative ai: impact, considerations, and ethical issues","in this course, you will explore the impact of generative artificial intelligence (ai) on society, the workforce, organizations, and the environment.",Devops + All Engineering,2.0,J,"1 limitations and ethical issues of generative ai, 2 social and economic impact and responsible generative ai, 3 course quiz, project, and wrap-up, feedback about the course"
1083,generative ai: business transformation and career growth,"in this short course, you will discover the transformative impact of generative ai on businesses and professionals. this course is suitable for anyone interested in learning about business and career opportunities through generative ai. it will benefit a diverse audience, including professionals in various domains, executives, managers, startup founders, and students.",Devops + All Engineering,2.0,J,"1 generative ai in business trends, ideas, and implementation, 2 generative ai impact and opportunities for career, 3 course quiz, project, and wrap-up, feedback about the course"
1084,preparing data for analysis with microsoft excel,"in this course, you’ll learn how to make use of excel in business scenarios for data analysis. you’ll also learn how to utilize formulas and functions for data analysis.",Ba/Sa,4.0,J,"1 excel fundamentals, 2 formulas and functions, 3 preparing data for analysis using functions, 4 final project and assessment preparing data for analysis with microsoft excel, feedback about the course"
1085,harnessing the power of data with power bi,"in this course, you’ll learn about the role of a data analyst and the main stages involved in the data analysis process with a focus on applying them using microsoft power bi.",Ba/Sa,3.0,J,"1 data analysis in business, 2 the right tools for the job, 3 final project and assessment harnessing the power of data in power bi, feedback about the course"
1086,"extract, transform and load data in power bi","in this course, you will learn the process of extract, transform and load or etl. you will identify how to collect data from and configure multiple sources in power bi and prepare and clean data using power query. you’ll also have the opportunity to inspect and analyze ingested data to ensure data integrity.",Ba/Sa,5.0,J,"1 data sources in power bi, 2 transforming data in power bi, 3 advanced etl in powerbi, 4 graded assessment and course wrap up, feedback about the course"
1087,data modeling in power bi,"in this course, you'll learn how to use power bi to create and maintain relationships in a data model and form a model using multiple schemas. you'll explore the basics of dax, power bi's expression language, and add calculations to your model to create elements and analysis in power bi.",Ba/Sa,6.0,J,"1 concept for data modeling, 2 using data analysis expressions (dax) in power bi, 3 optimize a model for perfomance in power bi, 4 modeling data in power bi, feedback about the course"
1088,data analysis and visualization with power bi,"in this course, you will learn report design and formatting in power bi, which offers extraordinary visuals for building reports and dashboards.additionally, you will learn how to use report navigation to tell a compelling, data-driven story in power bi. you will explore how to get a statistical summary for your data and how to create and export reports in power bi.",Ba/Sa,8.0,J,"1 creating reports, 2 navigation and accessibility, 3 bringing data to the user, 4 identifying patterns and trends, 5 guided project data analysis and visualization with microsoft power bi, 6 final project and assessment data analysis and visualization with power bi, feedback about the course"
1089,creative designing in power bi,"in this course, you will learn how to creatively design dashboards, reports and charts that are easier for the audience to use. you will learn how to create cohesive business intelligence reports and dashboards, as well as what common problems to avoid.",Ba/Sa,6.0,J,"1 visualization and design, 2 designing powerful report pages, 3 dashboard design and storytelling, 4 final project and assessment creative design in power bi, feedback about the course"
1090,deploy and maintain power bi assets and capstone project,"in this course, you’ll learn how to deploy and maintain assets in power bi. through hands-on exercises, you’ll explore the process of creating, implementing, and managing power bi workspaces.you’ll also implement security and monitoring to protect data in organizations. at the end of the course, you will complete a capstone project to showcase all your new power bi and data analytical skills.",Ba/Sa,6.0,J,"1 power bi in enterprise, 2 deploying assets, 3 security and monitoring, 4 guided project deplot and maintan power bi assets and capstone, 5 capstone project, feedback about the course"
1091,microsoft pl-300 exam preparation and practice,"this course will help you prepare for the microsoft pl-300 exam. in this course, you’ll refresh your knowledge of all the key areas assessed in the microsoft-certified exam pl-300: microsoft power bi data analyst.",Ba/Sa,8.0,J,"1 preparing data, 2 modeling data, 3 visualize and analyze data, 4 deploy and maintain assets, 5 practice exam, feedback about the course"
1092,generative ai for business analysis,"in this course, generative ai for business analysis, you’ll learn to use artificial intelligence tools in daily business analysis work. first, you’ll explore ai tools to make it easy when starting a new effort or project that makes it easy to do analysis work. next, you’ll discover ai technologies that help produce business analysis deliverables to enable your change efforts. finally, you’ll learn how to utilize ai tools for enhanced productivity no matter what type of business analysis work you do.",Ba/Sa,2.0,J,"course overview, 1. getting started with artificial intelligence (ai) tools for business analysis work, 2. producing business analysis deliverables using artificial intelligence (ai) technology, 3. utilize artificial intelligence (ai) tools for daily productivity in business analysis work, feedback about the course"
1093,data science jumpstart with 10 projects course,this course will empower you with the skills and tools to dive deep into data science using python.,Python,4.0,J,"welcome to the course, project 1: working with student information csv files, project 2: excel integration with adult income data, project 3: merging airbnb temperature data, project 4: understanding grouping and aggregation retail data, project 5: cleaning heart disease data in pandas, project 6: working with time series - air quality over time, project 7: working with movie review text data in pandas, project 8: predicting heart disease with machine learning, project 9: sql / database integration, project 10: making a snow report dashboard with dash and plotly, course conclusion, feedback about the course"
1094,ruby on rails 7,"ruby on rails framework was intentionally designed for optimal programmer happiness and beautiful code! in our rails course, we build a full-featured app from start to finish, step-by-step.",Ruby,8.0,J,"1. introduction, 2. create the app, 3. views and controllers, 4. models, 5. connecting mvc, 6. migrations, 7. view helpers, 8. layouts, 9. stylesheet and image assets, 10. routes: show page, 11. routes: linking pages, 12. forms: editing records, 13. forms: creating records, 14. partials, 15. destroying records, 16. custom queries, 17. migrations revisited, 18. model validations, 19. handling validation errors, 20. the flash, 21. one-to-many: belongs_to, 22. one-to-many: has_many, 23. one-to-many: nested resources, 24. one-to-many: forms, 25. one-to-many: logic, 26. user account model, 27. user signup, 28. edit user account, 29. sign in, 30. authentication, 31. current user, 32. sign out, 33. authorization, 34. admin users, 35. many-to-many associations, 36. another many-to-many association, 37. through associations, 38. many-to-many with checkboxes, 39. custom scopes and routes, 40. friendly urls and callbacks, 41. deployment, 42. active storage file uploads, 43. encrypted credentials, 44. uploading files to"
1095,ruby programming,"ruby is a versatile object-oriented programming language that's an absolute delight to use. in this course we follow a step-by-step, project-based approach to learning how to write well-designed ruby programs.",Ruby,4.0,J,"1. introduction, 2. running ruby, 3. abcs and 123s, 4. objects everywhere, 5. self curiosity, 6. making methods, 7. crafting classes, 8. attr is for attribute, 9. symbols that don't clang, 10. what's your condition?, 11. array party, 12. objects collaborating, 13. self revisited, 14. organizing files, 15. testing assertively, 16. blocky blocks, 17. struct and data values, 18. module mojo, 19. hashy hashes, 20. enumerable methods, 21. taking user input, 22. file ins and outs, 23. classy methods, 24. uh-oh, exception!, 25. rich inheritance, 26. mixin' it in, 27. neat namespaces, 28. make a gem!, 29. wrap up, feedback about the course"
1096,visual studio code for python developers,"that's the goal of this course, to take you from simply using vs code to really leveraging its true potential.",Python,5.0,J,"course overview, getting setup code with visual studio code, exploring the editor, editing python code with vs code, managing environments, running and debugging, testing your code, source control with git, course conclusion, feedback about the course"
1097,generative ai for improving writing,"in this course, generative ai for improving writing, you’ll learn how gpt technologies can improve your professional and technical writing from the early draft to the finished product. first, you’ll explore how ai can help with brainstorming, researching, and planning out a draft. next, you’ll discover how ai can sharpen sentence writing for clarity, efficiency, and style. finally, you’ll learn how to revise your writing, focusing on reorganization, formatting, and adding visuals to a text. when you’re finished with this course, you’ll have the skills and knowledge of generative ai needed to help gpt write with you rather than for you and to blend ai technology into your existing writing process.",Dev,1.0,All,"course overview, introduction to writing with ai, using ai to help improve your sentences, using ai to revise documents, course conclusion, feedback about the course"
1098,основы технологий баз данных,"«основы технологий баз данных» — современный университетский курс, сочетающий глубокую теоретическую составляющую с актуальными практическими аспектами применения и проектирования систем.",Database,14.0,J,"материалы курса, 1. введение, 2. модели данных, теоретическая реляционная модель, 3. другие модели данных, 4. языки запросов реляционных субд, 5. дубликаты в sql, 6. безопасность баз данных, 7. согласованность. восстановление после отказов, 8. разработка приложений. расширения sql в postgresql, фидбек о курсе"
1099,large language models (llms) for data professionals,this learning path focuses on teaching data professionals the foundational knowledge they need to start incorporating large language models (llms) into their workflows.,Data Science,4.0,J,"1. introduction to large language models for data practitioners, 2. build solutions with pre-trained llms, 3. advanced text generation and analysis with llms, 4. optimize llms for specific business needs, 5. llms in action_ real-world applications, 6. ensure the ethical use of llms in data projects, 7. scale and deploy llms in production environments, feedback about the course"
1100,ultimate aws bedrock guide build and scale generative ai apps,"learn the cutting-edge world of aws bedrock and gain skills to create ai apps. you'll build and deploy three ai projects using foundation models from meta, anthropic, cohere, mistral and more, all from a single api!",Ai & Gpt,4.0,J,"introduction, initial setup, getting started with aws bedrock, code generation project, meeting notes summarisation project with bedrock, using diffusion models with bedrock for image creation, evaluating large language model performance with aws bedrock evaluator, retrieval augmented generation (rag) with aws bedrock, cleanup, feedback about the course"
1101,building ai apps with the gemini api,learn to use google's gemini api for building ai-powered applications. plus you'll put your skills into action by building three projects using the gemini api.,Ai & Gpt,4.0,J,"introduction, setting up the environment, deep dive into google gemini pro api, project: talking with an image, project: building an ai-powered image renaming tool, prompt engineering for gemini api, feedback about the course"
1102,statistics bootcamp (with python): zero to mastery,"learn statistics from an industry expert. with more than 24 projects, quizzes, tests, and challenges, and utilizing chatgpt to work with data more effectively, this is the perfect hands-on course to launch your career.",Python,21.0,J,"introduction, getting started, part 1 - python for statistics and data analysis, statistics with python - the essentials, statistics with python - intermediate, capstone project #1 - virtual escape room with python, part 2 - inferential statistics, descriptive statistics, confidence intervals, capstone project #2 - lights, camera, statistics!, hypothesis testing, capstone project #3 - chatgpt data analysis, part 3 - regression analysis, multilinear regression, capstone project #4 - multilinear regression, logistic regression, capstone project #5 - surviving titanic - logistic regression with chatgpt, cox proportional hazard regression, capstone project #6 - surviving the app-pocalypse - cox regression with chatgpt, where to go from here?, feedback about the course"
